
---------- Begin Simulation Statistics ----------
simSeconds                                   0.118511                       # Number of seconds simulated (Second)
simTicks                                 118511321264                       # Number of ticks simulated (Tick)
finalTick                                118511321264                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1458.96                       # Real time elapsed on the host (Second)
hostTickRate                                 81230089                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8574456                       # Number of bytes of host memory used (Byte)
simInsts                                    261124945                       # Number of instructions simulated (Count)
simOps                                      312342404                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   178980                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     214086                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        248973365                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.952619                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.049737                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       338534647                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   177529                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      333092037                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 407524                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             26369771                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          22225521                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                1387                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           243079267                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.370302                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.296214                       # Number of insts issued each cycle (Count)
system.cpu.dcache.WriteLineReq.hits::cpu.data        41106                       # number of WriteLineReq hits (Count)
system.cpu.dcache.WriteLineReq.hits::total        41106                       # number of WriteLineReq hits (Count)
system.cpu.dcache.WriteLineReq.misses::cpu.data       246417                       # number of WriteLineReq misses (Count)
system.cpu.dcache.WriteLineReq.misses::total       246417                       # number of WriteLineReq misses (Count)
system.cpu.dcache.WriteLineReq.missLatency::cpu.data   9419736434                       # number of WriteLineReq miss ticks (Tick)
system.cpu.dcache.WriteLineReq.missLatency::total   9419736434                       # number of WriteLineReq miss ticks (Tick)
system.cpu.dcache.WriteLineReq.accesses::cpu.data       287523                       # number of WriteLineReq accesses(hits+misses) (Count)
system.cpu.dcache.WriteLineReq.accesses::total       287523                       # number of WriteLineReq accesses(hits+misses) (Count)
system.cpu.dcache.WriteLineReq.missRate::cpu.data     0.857034                       # miss rate for WriteLineReq accesses (Ratio)
system.cpu.dcache.WriteLineReq.missRate::total     0.857034                       # miss rate for WriteLineReq accesses (Ratio)
system.cpu.dcache.WriteLineReq.avgMissLatency::cpu.data 38226.812411                       # average WriteLineReq miss latency ((Tick/Count))
system.cpu.dcache.WriteLineReq.avgMissLatency::total 38226.812411                       # average WriteLineReq miss latency ((Tick/Count))
system.cpu.dcache.WriteLineReq.mshrHits::cpu.data       146746                       # number of WriteLineReq MSHR hits (Count)
system.cpu.dcache.WriteLineReq.mshrHits::total       146746                       # number of WriteLineReq MSHR hits (Count)
system.cpu.dcache.WriteLineReq.mshrMisses::cpu.data        99671                       # number of WriteLineReq MSHR misses (Count)
system.cpu.dcache.WriteLineReq.mshrMisses::total        99671                       # number of WriteLineReq MSHR misses (Count)
system.cpu.dcache.WriteLineReq.mshrMissLatency::cpu.data   6458912666                       # number of WriteLineReq MSHR miss ticks (Tick)
system.cpu.dcache.WriteLineReq.mshrMissLatency::total   6458912666                       # number of WriteLineReq MSHR miss ticks (Tick)
system.cpu.dcache.WriteLineReq.mshrMissRate::cpu.data     0.346654                       # mshr miss rate for WriteLineReq accesses (Ratio)
system.cpu.dcache.WriteLineReq.mshrMissRate::total     0.346654                       # mshr miss rate for WriteLineReq accesses (Ratio)
system.cpu.dcache.WriteLineReq.avgMshrMissLatency::cpu.data 64802.326314                       # average WriteLineReq mshr miss latency ((Tick/Count))
system.cpu.dcache.WriteLineReq.avgMshrMissLatency::total 64802.326314                       # average WriteLineReq mshr miss latency ((Tick/Count))
system.cpu.dcache.WriteReq.hits::cpu.data     34643165                       # number of WriteReq hits (Count)
system.cpu.dcache.WriteReq.hits::total       34643165                       # number of WriteReq hits (Count)
system.cpu.dcache.WriteReq.misses::cpu.data      1502957                       # number of WriteReq misses (Count)
system.cpu.dcache.WriteReq.misses::total      1502957                       # number of WriteReq misses (Count)
system.cpu.dcache.WriteReq.missLatency::cpu.data  26567960183                       # number of WriteReq miss ticks (Tick)
system.cpu.dcache.WriteReq.missLatency::total  26567960183                       # number of WriteReq miss ticks (Tick)
system.cpu.dcache.WriteReq.accesses::cpu.data     36146122                       # number of WriteReq accesses(hits+misses) (Count)
system.cpu.dcache.WriteReq.accesses::total     36146122                       # number of WriteReq accesses(hits+misses) (Count)
system.cpu.dcache.WriteReq.missRate::cpu.data     0.041580                       # miss rate for WriteReq accesses (Ratio)
system.cpu.dcache.WriteReq.missRate::total     0.041580                       # miss rate for WriteReq accesses (Ratio)
system.cpu.dcache.WriteReq.avgMissLatency::cpu.data 17677.125948                       # average WriteReq miss latency ((Tick/Count))
system.cpu.dcache.WriteReq.avgMissLatency::total 17677.125948                       # average WriteReq miss latency ((Tick/Count))
system.cpu.dcache.WriteReq.mshrHits::cpu.data      1054615                       # number of WriteReq MSHR hits (Count)
system.cpu.dcache.WriteReq.mshrHits::total      1054615                       # number of WriteReq MSHR hits (Count)
system.cpu.dcache.WriteReq.mshrMisses::cpu.data       448342                       # number of WriteReq MSHR misses (Count)
system.cpu.dcache.WriteReq.mshrMisses::total       448342                       # number of WriteReq MSHR misses (Count)
system.cpu.dcache.WriteReq.mshrMissLatency::cpu.data  11012175574                       # number of WriteReq MSHR miss ticks (Tick)
system.cpu.dcache.WriteReq.mshrMissLatency::total  11012175574                       # number of WriteReq MSHR miss ticks (Tick)
system.cpu.dcache.WriteReq.mshrMissRate::cpu.data     0.012404                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu.dcache.WriteReq.mshrMissRate::total     0.012404                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu.dcache.WriteReq.avgMshrMissLatency::cpu.data 24561.998595                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu.dcache.WriteReq.avgMshrMissLatency::total 24561.998595                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu.dcache.power_state.pwrStateResidencyTicks::UNDEFINED 118511321264                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.dcache.prefetcher.demandMshrMisses      1177161                       # demands not covered by prefetchs (Count)
system.cpu.dcache.prefetcher.pfIssued         3319152                       # number of hwpf issued (Count)
system.cpu.dcache.prefetcher.pfUnused          160738                       # number of HardPF blocks evicted w/o reference (Count)
system.cpu.dcache.prefetcher.pfUseful         1201944                       # number of useful prefetch (Count)
system.cpu.dcache.prefetcher.pfUsefulButMiss       386275                       # number of hit on prefetch but cache block is not in an usable state (Count)
system.cpu.dcache.prefetcher.accuracy        0.362124                       # accuracy of the prefetcher (Count)
system.cpu.dcache.prefetcher.coverage        0.505208                       # coverage brought by this prefetcher (Count)
system.cpu.dcache.prefetcher.pfHitInCache      1531133                       # number of prefetches hitting in cache (Count)
system.cpu.dcache.prefetcher.pfHitInMSHR       653162                       # number of prefetches hitting in a MSHR (Count)
system.cpu.dcache.prefetcher.pfHitInWB              0                       # number of prefetches hit in the Write Buffer (Count)
system.cpu.dcache.prefetcher.pfLate           2184295                       # number of late prefetches (hitting in cache, MSHR or WB) (Count)
system.cpu.dcache.prefetcher.pfIdentified      4381345                       # number of prefetch candidates identified (Count)
system.cpu.dcache.prefetcher.pfBufferHit       668717                       # number of redundant prefetches already in prefetch queue (Count)
system.cpu.dcache.prefetcher.pfInCache              0                       # number of redundant prefetches already in cache/mshr dropped (Count)
system.cpu.dcache.prefetcher.pfRemovedDemand       257621                       # number of prefetches dropped due to a demand for the same address (Count)
system.cpu.dcache.prefetcher.pfRemovedFull            0                       # number of prefetches dropped due to prefetch queue size (Count)
system.cpu.dcache.prefetcher.pfSpanPage        762271                       # number of prefetches that crossed the page (Count)
system.cpu.dcache.prefetcher.pfUsefulSpanPage       470665                       # number of prefetches that is useful and crossed the page (Count)
system.cpu.dcache.prefetcher.power_state.pwrStateResidencyTicks::UNDEFINED 118511321264                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.dcache.tags.tagsInUse          1023.673381                       # Average ticks per tags in use ((Tick/Count))
system.cpu.dcache.tags.totalRefs            101737091                       # Total number of references to valid blocks. (Count)
system.cpu.dcache.tags.sampledRefs            2222217                       # Sample count of references to valid blocks. (Count)
system.cpu.dcache.tags.avgRefs              45.781799                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.dcache.tags.warmupTick              283220                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.dcache.tags.occupancies::cpu.data   514.986276                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.dcache.tags.occupancies::cpu.dcache.prefetcher   508.687105                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.dcache.tags.avgOccs::cpu.data     0.502916                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.dcache.tags.avgOccs::cpu.dcache.prefetcher     0.496765                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.dcache.tags.avgOccs::total        0.999681                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.dcache.tags.occupanciesTaskId::1022          397                       # Occupied blocks per task id (Count)
system.cpu.dcache.tags.occupanciesTaskId::1024          627                       # Occupied blocks per task id (Count)
system.cpu.dcache.tags.ageTaskId_1022::0            3                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_1022::1          382                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_1022::2           12                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_1024::0           50                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_1024::1          566                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_1024::2           11                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ratioOccsTaskId::1022     0.387695                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.dcache.tags.ratioOccsTaskId::1024     0.612305                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.dcache.tags.tagAccesses          409755797                       # Number of tag accesses (Count)
system.cpu.dcache.tags.dataAccesses         409755797                       # Number of data accesses (Count)
system.cpu.dcache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 118511321264                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.decode.idleCycles                 77856200                       # Number of cycles decode is idle (Cycle)
system.cpu.decode.blockedCycles              59339282                       # Number of cycles decode is blocked (Cycle)
system.cpu.decode.runCycles                  82710783                       # Number of cycles decode is running (Cycle)
system.cpu.decode.unblockCycles              21098907                       # Number of cycles decode is unblocking (Cycle)
system.cpu.decode.squashCycles                2074095                       # Number of cycles decode is squashing (Cycle)
system.cpu.decode.branchResolved             16436730                       # Number of times decode resolved a branch (Count)
system.cpu.decode.branchMispred                317457                       # Number of times decode detected a branch misprediction (Count)
system.cpu.decode.decodedInsts              349952625                       # Number of instructions handled by decode (Count)
system.cpu.decode.squashedInsts               8530565                       # Number of squashed instructions handled by decode (Count)
system.cpu.executeStats0.numInsts           328234607                       # Number of executed instructions (Count)
system.cpu.executeStats0.numNop                250791                       # Number of nop insts executed (Count)
