
---------- Begin Simulation Statistics ----------
simSeconds                                   0.141136                       # Number of seconds simulated (Second)
simTicks                                 141135774052                       # Number of ticks simulated (Tick)
finalTick                                141135774052                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    526.30                       # Real time elapsed on the host (Second)
hostTickRate                                268163496                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8581688                       # Number of bytes of host memory used (Byte)
simInsts                                    201827288                       # Number of instructions simulated (Count)
simOps                                      212596054                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   383480                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     403941                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        296503728                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.463807                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.683150                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       297263788                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     1186                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      272307843                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 184719                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             84668919                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          55122137                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 222                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           296207230                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.919315                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.171628                       # Number of insts issued each cycle (Count)
system.cpu.dcache.tags.ageTaskId_1024::1          204                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_1024::2           19                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_1024::3            1                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ratioOccsTaskId::1022     0.398438                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.dcache.tags.ratioOccsTaskId::1024     0.601562                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.dcache.tags.tagAccesses          211342611                       # Number of tag accesses (Count)
system.cpu.dcache.tags.dataAccesses         211342611                       # Number of data accesses (Count)
system.cpu.dcache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 141135774052                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.decode.idleCycles                110487297                       # Number of cycles decode is idle (Cycle)
system.cpu.decode.blockedCycles              61187224                       # Number of cycles decode is blocked (Cycle)
system.cpu.decode.runCycles                 103658467                       # Number of cycles decode is running (Cycle)
system.cpu.decode.unblockCycles              13377218                       # Number of cycles decode is unblocking (Cycle)
system.cpu.decode.squashCycles                7497024                       # Number of cycles decode is squashing (Cycle)
system.cpu.decode.branchResolved             32492856                       # Number of times decode resolved a branch (Count)
system.cpu.decode.branchMispred                 71045                       # Number of times decode detected a branch misprediction (Count)
system.cpu.decode.decodedInsts              335876089                       # Number of instructions handled by decode (Count)
system.cpu.decode.squashedInsts              22600349                       # Number of squashed instructions handled by decode (Count)
system.cpu.executeStats0.numInsts           257744920                       # Number of executed instructions (Count)
system.cpu.executeStats0.numNop               1425735                       # Number of nop insts executed (Count)
system.cpu.executeStats0.numBranches         48456743                       # Number of branches executed (Count)
system.cpu.executeStats0.numLoadInsts        37331193                       # Number of load instructions executed (Count)
system.cpu.executeStats0.numStoreInsts       17443320                       # Number of stores executed (Count)
system.cpu.executeStats0.instRate            0.869281                       # Inst execution rate ((Count/Cycle))
system.cpu.executeStats0.numCCRegReads      109397190                       # Number of times the CC registers were read (Count)
system.cpu.executeStats0.numCCRegWrites     115343913                       # Number of times the CC registers were written (Count)
system.cpu.executeStats0.numFpRegWrites             0                       # Number of times the floating registers were written (Count)
system.cpu.executeStats0.numIntRegReads     315753133                       # Number of times the integer registers were read (Count)
system.cpu.executeStats0.numIntRegWrites    161495162                       # Number of times the integer registers were written (Count)
system.cpu.executeStats0.numMemRefs          54774513                       # Number of memory refs (Count)
system.cpu.executeStats0.numMiscRegReads     31720789                       # Number of times the Misc registers were read (Count)
system.cpu.executeStats0.numMiscRegWrites         3806                       # Number of times the Misc registers were written (Count)
system.cpu.executeStats0.numVecAluAccesses            0                       # Number of vector alu accesses (Count)
system.cpu.executeStats0.numVecRegReads       3304824                       # Number of times the vector registers were read (Count)
system.cpu.executeStats0.numVecRegWrites      1560480                       # Number of times the vector registers were written (Count)
system.cpu.executeStats0.numDiscardedOps            0                       # Number of ops (including micro ops) which were discarded before commit (Count)
system.cpu.fetch.predictedBranches           37881526                       # Number of branches that fetch has predicted taken (Count)
system.cpu.fetch.cycles                     153753420                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu.fetch.squashCycles                15110282                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu.fetch.miscStallCycles                    7                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu.fetch.pendingTrapStallCycles            21                       # Number of stall cycles due to pending traps (Cycle)
system.cpu.fetch.icacheWaitRetryStallCycles           36                       # Number of stall cycles due to full MSHR (Cycle)
system.cpu.fetch.cacheLines                 129973155                       # Number of cache lines fetched (Count)
system.cpu.fetch.icacheSquashes               2671453                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu.fetch.nisnDist::samples          296207230                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::mean              1.330876                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::stdev             1.672418                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::underflows               0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::0                161094893     54.39%     54.39% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::1                 28738257      9.70%     64.09% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::2                 21274939      7.18%     71.27% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::3                 17469494      5.90%     77.17% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::4                 67629647     22.83%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::overflows                0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::min_value                0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::max_value                4                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::total            296207230                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetchStats0.numInsts             376960379                       # Number of instructions fetched (thread level) (Count)
system.cpu.fetchStats0.numOps                       0                       # Number of ops (including micro ops) fetched (thread level) (Count)
system.cpu.fetchStats0.fetchRate             1.271351                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu.fetchStats0.numBranches           74632765                       # Number of branches fetched (Count)
system.cpu.fetchStats0.branchRate            0.251709                       # Number of branch fetches per cycle (Ratio)
system.cpu.fetchStats0.icacheStallCycles    134898605                       # ICache total stall cycles (Cycle)
system.cpu.fetchStats0.numFetchSuspends             0                       # Number of times Execute suspended instruction fetching (Count)
system.cpu.icache.demandHits::cpu.inst      129939282                       # number of demand (read+write) hits (Count)
system.cpu.icache.demandHits::total         129939282                       # number of demand (read+write) hits (Count)
system.cpu.icache.overallHits::cpu.inst     129939282                       # number of overall hits (Count)
system.cpu.icache.overallHits::total        129939282                       # number of overall hits (Count)
system.cpu.icache.demandMisses::cpu.inst        33873                       # number of demand (read+write) misses (Count)
system.cpu.icache.demandMisses::total           33873                       # number of demand (read+write) misses (Count)
system.cpu.icache.overallMisses::cpu.inst        33873                       # number of overall misses (Count)
system.cpu.icache.overallMisses::total          33873                       # number of overall misses (Count)
system.cpu.icache.demandMissLatency::cpu.inst    519318855                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.demandMissLatency::total    519318855                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.overallMissLatency::cpu.inst    519318855                       # number of overall miss ticks (Tick)
system.cpu.icache.overallMissLatency::total    519318855                       # number of overall miss ticks (Tick)
system.cpu.icache.demandAccesses::cpu.inst    129973155                       # number of demand (read+write) accesses (Count)
system.cpu.icache.demandAccesses::total     129973155                       # number of demand (read+write) accesses (Count)
system.cpu.icache.overallAccesses::cpu.inst    129973155                       # number of overall (read+write) accesses (Count)
system.cpu.icache.overallAccesses::total    129973155                       # number of overall (read+write) accesses (Count)
system.cpu.icache.demandMissRate::cpu.inst     0.000261                       # miss rate for demand accesses (Ratio)
system.cpu.icache.demandMissRate::total      0.000261                       # miss rate for demand accesses (Ratio)
system.cpu.icache.overallMissRate::cpu.inst     0.000261                       # miss rate for overall accesses (Ratio)
system.cpu.icache.overallMissRate::total     0.000261                       # miss rate for overall accesses (Ratio)
system.cpu.icache.demandAvgMissLatency::cpu.inst 15331.351076                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.demandAvgMissLatency::total 15331.351076                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::cpu.inst 15331.351076                       # average overall miss latency ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::total 15331.351076                       # average overall miss latency ((Tick/Count))
system.cpu.icache.blockedCycles::no_mshrs         1211                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCauses::no_mshrs           16                       # number of times access was blocked (Count)
system.cpu.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.icache.avgBlocked::no_mshrs      75.687500                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.demandMshrHits::cpu.inst         2018                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.demandMshrHits::total          2018                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.overallMshrHits::cpu.inst         2018                       # number of overall MSHR hits (Count)
system.cpu.icache.overallMshrHits::total         2018                       # number of overall MSHR hits (Count)
system.cpu.icache.demandMshrMisses::cpu.inst        31855                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.demandMshrMisses::total        31855                       # number of demand (read+write) MSHR misses (Count)
